study_hours,sleep_hours,attendance,previous_score,extra_classes,final_score
8,8,88,89,1,133.27256993746641
2,6,97,41,0,70.68538350793703
9,7,72,59,0,103.88163442905578
7,5,97,54,1,109.28476269997435
6,7,61,88,0,108.62243802788616
1,4,63,71,1,70.60122491697184
1,4,67,81,0,72.14333996937526
2,7,76,40,0,69.15196371004578
6,8,77,77,1,118.55180709876032
6,4,67,74,1,98.68603394945337
2,4,65,46,0,63.77344246504072
1,7,65,84,1,88.326001085423
5,4,62,52,0,81.99653646354487
5,8,78,88,1,113.59654599371733
2,8,58,40,1,63.83837242966822
6,8,75,53,1,97.68750423400016
9,5,77,68,1,118.81426732890823
2,8,90,42,1,88.09232189190797
2,8,62,85,1,89.6799018840186
3,5,85,63,1,91.023937217637
7,6,58,40,0,82.7597177466162
6,4,96,87,1,115.85234377943067
8,8,63,49,0,106.97698374631797
8,4,61,52,1,101.12146290710217
6,7,81,75,0,99.59350363629521
3,4,87,48,1,75.23762488094204
3,5,52,53,1,78.3811067222068
1,4,65,75,0,70.70939021314247
7,4,69,49,1,87.45579940192069
5,4,81,79,1,97.7052377751314
4,6,72,62,1,93.11746761355586
4,6,66,74,1,98.77205140608815
4,7,65,46,1,81.58927650741087
6,5,87,81,0,118.9765690046805
8,4,57,74,1,111.22076181727819
8,4,68,41,0,87.6825946518355
5,4,79,54,0,79.62146975950328
6,4,83,48,0,82.0255784768048
4,6,63,86,0,95.57710660240186
9,7,71,56,0,105.85611477543296
8,8,93,78,0,131.26871876991714
1,5,66,57,0,70.6315590145893
2,4,64,54,0,67.36533273748614
9,7,99,57,1,116.30501913521553
8,8,97,63,0,113.23890563723796
3,7,81,62,1,95.5783876287055
8,6,62,51,0,93.28466900102448
1,8,70,62,0,78.61070866959763
4,7,98,60,1,100.77301961517381
3,6,89,65,0,86.45858942406593
6,7,82,47,1,93.58583593532279
7,7,76,69,0,105.82878078237624
4,8,84,73,1,103.64823977437449
7,6,65,41,1,97.1626944915056
9,4,77,44,0,93.67132199683122
2,5,83,70,0,78.58591578736943
3,8,96,72,0,96.02411565966142
5,6,50,43,0,76.81339178843082
3,7,90,45,1,78.95767831238612
8,6,97,62,1,110.51715103556391
8,5,80,84,1,124.36982575855025
8,5,85,58,1,101.91025442526649
9,4,93,82,1,133.32489857381086
4,4,82,84,1,98.82036951258546
5,5,82,47,1,80.36234458862776
5,8,88,78,0,103.99789890298254
8,8,67,52,0,103.99561816534619
7,7,72,40,0,87.9364945622251
9,4,72,45,0,97.20014874412173
8,7,64,46,0,99.90039182852644
2,4,75,87,0,82.98904832306191
4,5,79,66,0,82.01471161766933
6,8,74,54,0,93.7050800131408
2,8,94,73,1,102.7742006822963
7,5,65,62,0,103.92532172666591
3,7,88,87,0,88.80036913028863
3,7,97,88,0,107.55513954595737
2,6,94,63,1,87.95073858017679
8,4,63,54,0,98.51991339560075
6,7,66,74,1,103.04755869866185
1,5,61,43,1,50.95868245249257
1,7,78,83,0,86.82244394323732
7,8,81,76,1,113.59511369358641
8,4,73,56,0,90.95853784257574
5,6,62,70,0,84.00799308763266
5,4,69,77,0,95.20456891207668
4,8,64,49,1,85.39726233014599
6,8,53,89,0,110.31233010937338
6,8,83,66,0,107.24537627248183
3,8,77,81,0,92.49533217708117
9,5,99,45,1,111.84763213061272
7,6,51,45,1,87.2428123560873
1,8,96,54,1,80.74836113567254
7,8,79,43,1,96.36372631009468
5,7,75,87,0,106.95242146937167
5,6,96,79,0,110.67560374490878
2,4,75,46,1,64.41693485089506
4,6,69,88,0,103.10634822700672
6,6,91,84,1,116.8676074823897
7,6,77,86,0,114.30539488202906
5,8,69,65,0,85.70285240196242
9,8,60,70,1,109.96368845217133
3,5,59,41,1,68.92058181389841
1,4,72,67,0,72.04866062316003
4,7,86,81,1,101.94309778177524
9,6,90,52,0,118.35046950291544
4,4,68,57,0,80.57467987127158
2,4,94,69,0,76.15829374146007
5,5,67,50,0,80.25424333526753
3,7,98,52,1,101.78464566861706
9,6,76,63,0,105.08717998600147
4,7,55,68,0,87.14134969457552
6,5,59,44,0,78.0862772363833
2,8,51,74,1,86.83448145459256
6,4,73,58,0,95.23636823159191
3,6,87,52,1,82.16881455644315
9,8,77,44,1,116.69456135853586
2,5,77,83,1,100.7060169713598
9,7,94,53,1,119.03137368672118
5,4,99,77,1,110.12444343747093
8,6,88,61,1,110.94779614898363
2,8,51,48,1,70.39629654515606
6,8,95,88,0,117.61662453645879
3,4,54,79,0,82.68467962829298
5,7,99,65,1,112.22337967878462
8,5,60,84,1,114.4517257544127
1,7,59,44,1,71.36811422866462
5,7,92,68,0,108.25023720780814
3,7,51,61,1,84.0342687158995
4,4,64,88,0,88.61986734139136
2,4,88,42,0,62.34085591630049
9,5,90,67,1,116.43809322654981
3,7,86,77,0,98.0458303511908
2,4,56,53,1,60.24115896255317
9,5,69,86,1,127.08418827055503
7,5,83,53,1,95.99445326087944
6,7,84,82,0,114.31773059920987
1,6,83,50,1,71.98609791365281
5,7,71,48,0,90.96819280929914
3,6,80,77,1,100.20727289160635
1,5,72,86,1,91.77532706001055
4,4,68,83,1,102.20409359144557
2,8,53,45,1,70.118154169941
2,5,73,40,1,61.10603466787698
3,4,69,64,0,70.43738472501312
8,5,88,55,1,98.46575735342032
8,7,77,54,1,103.68167083285952
7,6,88,73,1,115.24411828852325
6,5,66,56,0,85.00172909587418
9,4,68,42,1,98.49932197795074
4,7,97,42,1,91.563577097307
1,8,84,76,1,87.6796737096712
8,7,81,56,1,105.69085599793708
7,6,96,88,0,119.53383166218283
7,7,95,77,1,116.50754756613577
3,8,96,40,0,78.44606751510469
4,4,95,46,0,86.21388482211502
9,5,88,65,0,112.54747347951913
6,6,84,86,0,119.05478776673873
5,8,79,78,1,115.85817993468986
3,6,66,58,1,77.90347345710478
9,7,91,69,0,115.24438116792112
5,6,96,82,0,106.53722919039903
5,8,78,53,0,96.66663881698445
4,5,55,52,1,75.04904546885656
4,5,66,59,0,83.84045149131069
1,6,66,65,0,75.34219994568043
7,4,63,66,0,91.02987174818698
9,6,73,64,0,107.51974455855706
3,7,99,48,0,86.26331016063504
2,5,86,80,1,91.55923774820785
3,5,89,87,0,91.7696923672816
1,5,88,51,1,70.13909775940206
6,4,81,49,1,91.4474022363629
7,4,85,45,1,88.17572787522269
2,8,99,89,1,109.02821553241348
8,6,86,73,1,116.90653905530404
6,6,97,80,0,97.1814188810095
4,7,63,58,1,86.78064515845274
5,5,76,45,1,81.59214370553246
8,4,68,41,0,97.3441109615134
3,7,80,54,1,82.07277489540016
3,7,95,56,0,80.01178318210694
4,4,58,55,0,75.43966334981009
1,6,87,67,0,73.29776315996207
9,5,66,60,0,100.90271899373883
8,6,68,47,0,98.44750691412203
8,7,93,49,1,106.19766346055218
6,5,53,49,0,73.11363170900275
7,8,97,89,0,133.22999001047168
6,7,60,49,1,94.39749368800322
9,6,71,48,1,105.97895357502817
3,6,53,67,1,81.38261395149033
3,6,66,63,1,85.82932179058078
3,4,57,58,0,73.9666872480671
3,7,95,72,1,94.72012354342495
9,5,83,43,0,103.23073262982842
4,6,60,42,1,73.46647911894881
7,6,80,81,1,115.55509377743688
9,4,60,51,1,102.30346433732453
7,5,87,57,1,104.56660713473663
9,7,70,62,1,119.67783449151285
3,8,95,59,0,91.43543279557797
4,4,79,45,0,66.65915395313911
8,7,59,73,0,101.41088396467279
6,8,75,81,1,112.15141657620353
5,6,76,41,0,89.44312631220912
4,6,57,69,1,84.34204083749198
8,5,88,48,1,104.35888645193624
1,8,57,66,0,68.41826986521738
9,6,57,81,0,111.82977807955959
1,6,83,73,1,84.29119871952528
8,5,65,79,1,121.00388638097826
4,7,90,63,0,94.77984199940295
9,6,62,88,1,120.58234519286454
5,4,72,56,0,96.36614755401602
3,4,61,68,0,75.69286610480563
9,7,76,75,1,121.41389521808944
9,8,71,89,1,138.86048187338795
4,5,81,51,1,82.4546469102809
4,4,98,70,1,105.71456827493722
8,4,76,88,0,110.44678604516666
2,7,51,48,1,75.45015194460684
9,8,94,58,0,119.20523832140847
6,8,82,85,0,119.55526116351216
9,7,75,85,1,138.50882854350772
8,4,77,56,0,93.43696354739373
7,5,68,41,1,97.27885910379162
1,4,92,79,1,78.05548047787298
3,8,54,44,0,63.96407822375886
2,4,82,78,0,77.58295270103781
5,5,69,87,0,101.71818318088931
5,6,79,55,1,93.3650793846743
5,4,94,56,1,93.36431957918582
4,7,57,66,0,84.8311763951118
5,6,87,46,1,94.05644794646736
3,7,66,47,1,80.64124061970676
1,7,93,47,0,75.87083417807565
5,7,50,62,1,99.1001740638372
9,4,52,71,0,103.99318813779261
9,8,95,82,0,127.89455518934543
4,6,75,86,0,100.56768064592595
3,5,80,57,1,76.7787259186769
1,8,57,77,0,73.20647933944194
2,4,92,51,0,76.09690473196395
8,7,95,54,0,108.87935812591148
1,5,57,67,0,59.5590377082098
8,6,84,77,1,113.25098467317413
7,8,88,89,0,122.14358339696905
8,8,77,70,1,124.80948268484005
6,5,53,48,0,85.54272888765594
9,4,65,47,1,101.55440251446419
3,6,62,85,1,103.14454709548063
4,5,69,58,1,84.17589817029769
6,7,54,47,1,88.00716188301296
8,6,86,73,0,101.46282045130499
5,8,69,43,0,80.96318525419393
3,5,73,70,1,91.16007517454248
6,8,85,77,1,122.81980668429853
4,8,83,42,1,82.74882683166358
9,8,94,74,0,128.51126164646524
3,4,97,58,1,91.33439516161643
4,8,83,82,1,106.9560407659795
7,7,68,68,0,91.98359771236386
7,7,66,49,0,94.53644999787126
4,6,54,51,0,77.50715312030447
6,8,74,85,0,105.9628855249077
3,8,67,69,0,84.32922734562806
6,5,99,69,0,98.42251978935619
2,4,57,57,1,55.74926225709823
8,6,76,63,1,116.43502205893827
2,8,64,71,0,80.68125733099075
7,5,94,48,1,110.18837498352492
9,4,62,86,0,118.88661095953088
1,6,65,63,1,71.22895119167275
8,6,71,65,0,105.38409669947795
7,8,69,42,0,95.53088695385087
6,6,62,62,1,101.43441708377871
6,5,69,50,1,92.31335315371005
6,6,51,49,0,87.32796572644742
9,7,84,89,0,127.21665631662763
2,5,96,75,0,81.31428226607157
1,4,68,52,0,59.07595373219435
6,4,94,68,0,101.22592445368092
8,8,86,77,0,114.29232302630356
3,8,55,52,1,71.81638957926688
1,7,63,65,1,77.63693148236715
9,4,53,59,1,101.36821574314789
1,4,71,44,1,60.47079547168999
3,4,88,59,1,82.1015366714959
8,4,85,53,0,107.60300450881606
3,6,83,84,0,100.208805801975
4,5,76,53,1,78.11323154980415
8,5,56,47,0,87.63603393459776
1,7,52,87,1,87.35002133984796
6,6,96,52,1,104.80968118551621
1,4,82,63,0,68.89271018835106
1,4,51,54,0,49.61199897517882
8,8,91,40,1,104.88729976923227
4,8,65,61,1,88.41616216226855
1,7,74,73,1,84.08497165559551
7,4,64,89,1,120.2186357734862
5,7,73,79,0,96.96559882605936
5,6,64,42,1,77.0698237622238
1,5,80,65,0,70.95706761586028
6,4,63,53,1,93.5586949025703
9,6,63,80,1,113.6655851661965
9,4,55,47,0,100.26817075437474
8,8,63,88,0,118.03984318942166
5,7,66,55,0,82.62839998843313
1,8,67,81,0,73.5990535661892
9,5,69,60,0,109.23260386710314
1,8,66,49,1,69.44414402379232
8,4,65,64,1,105.35352741377254
5,8,89,77,1,106.69594129494318
3,4,88,61,0,78.30451982874489
7,5,81,88,0,110.86709376822631
7,8,93,87,0,121.89703447310897
9,7,58,86,1,121.05223836812095
7,7,76,85,0,106.6290951965639
3,7,95,43,1,97.64249872648304
1,8,82,43,1,65.28297876331243
8,8,59,69,1,114.10729503471269
3,8,66,41,0,62.439860857879786
8,4,98,68,1,106.41476281691013
8,5,98,82,1,125.88913245926135
5,7,85,75,1,107.87183793884152
1,4,66,60,0,69.10749495401191
7,7,67,60,1,106.09773420507852
5,4,72,87,0,97.35094640627104
8,8,83,60,0,106.15199877967498
9,7,57,43,1,110.09506034116774
7,8,62,40,1,99.24425623025111
7,7,72,65,0,96.86835261125788
1,6,69,41,1,63.38981864105318
4,4,71,48,0,74.02026115763248
2,6,96,84,0,91.07173171697166
2,4,72,57,0,71.95925242903397
2,5,90,87,1,99.65866569174088
4,7,84,87,0,101.74757151097447
1,5,52,81,0,69.6956537710117
4,5,83,80,1,107.39479231333766
2,4,82,50,1,77.26419446181119
5,6,95,64,0,97.86180194954193
3,8,66,65,0,75.15395480459973
8,4,94,75,0,115.42000053152518
4,8,68,81,1,105.39041732458834
1,5,79,74,0,61.927391858008136
1,8,72,77,0,82.35934724159011
3,6,64,42,1,70.11654006602133
9,4,63,80,1,115.79572859935224
7,6,51,74,0,94.76309523618339
2,6,88,89,1,97.1590535479818
9,4,98,79,0,128.85995788090665
2,6,67,61,0,70.36800750592242
3,7,55,47,1,78.82786779396592
2,7,81,54,0,71.26834390560195
3,7,70,84,0,95.7937809632802
6,8,89,46,1,100.70827927810976
9,6,77,58,0,110.8601241439464
9,4,76,79,1,120.33576628048743
7,4,51,81,0,102.00812616220604
3,8,82,56,1,75.76207441033121
4,4,65,40,1,65.40087343271215
6,7,88,84,1,119.48540249004323
5,6,71,68,1,87.08230823051882
2,4,92,52,1,73.94709822176395
6,4,96,87,1,115.02829579481674
3,5,62,68,0,73.45929931193551
8,5,51,80,0,101.84219298653113
2,5,63,81,1,85.75791100076796
1,6,87,45,0,70.64647477889903
9,7,90,44,1,108.20775309372596
3,7,77,73,1,90.72470901906314
1,7,56,50,0,57.14369513336477
7,6,67,48,1,83.9931012406136
5,6,90,77,0,103.20855895158755
5,5,85,79,1,109.67358872914247
1,4,90,80,1,90.08321603657942
9,8,85,48,0,106.14616811779631
7,8,93,47,1,101.14150975739929
8,4,53,83,1,110.50802773795843
9,5,79,79,1,127.34636843283234
6,4,73,42,0,81.67425224155193
5,4,69,52,0,81.14652317936881
6,8,95,58,0,109.20915463868117
2,5,80,73,0,76.80431720384648
4,6,73,71,0,88.30014956663486
3,8,56,88,1,104.97302755880601
7,6,75,55,0,96.01594438451187
9,5,62,75,0,104.76331517016713
5,4,57,57,1,80.25321951874852
6,7,54,53,1,87.0091007438938
2,7,93,69,0,88.18581292850637
3,5,62,41,1,64.6202649820561
3,7,78,52,1,84.75517126430623
9,6,69,66,1,112.01967390729675
7,7,63,56,0,85.28310730800887
8,5,81,70,1,115.83309893490961
9,5,99,54,1,117.44231840773445
6,6,76,59,0,96.8887890785442
4,7,74,44,1,79.83506390417372
1,7,53,46,1,59.00227762320311
8,4,70,57,0,99.50733429240773
7,8,67,50,0,103.6950978626549
2,5,88,71,0,81.95584004753164
8,4,64,89,1,118.82292548023572
5,5,87,66,0,92.49206157787145
7,4,97,65,0,96.88184739063158
4,8,73,76,1,105.7371470957703
5,4,57,84,1,101.6420711954308
8,5,77,67,1,115.15387012587597
1,7,70,89,1,88.5902728082879
1,5,65,41,1,62.9852804986927
4,6,65,59,0,85.46880898693915
3,6,84,43,0,81.80079342478354
2,6,66,52,0,72.74263052323721
3,6,58,63,1,81.2191061251682
1,8,84,87,0,83.15873372287814
1,7,78,77,1,86.67829148835871
6,7,88,79,1,116.18288697924655
5,5,67,87,0,102.14514887659152
8,4,61,84,0,115.06945929661713
2,5,68,68,1,78.92424743971611
4,5,97,75,1,112.10493594906555
8,5,71,41,0,83.00356489979711
6,5,98,80,0,111.49670936230814
1,7,64,57,1,67.70739803907986
4,4,50,88,1,82.46389000155598
1,5,51,47,1,57.791128118504204
2,7,57,54,1,65.81413650789521
5,5,71,80,0,95.49286050983591
8,6,74,56,0,102.37384624047229
8,5,51,62,1,106.89270704667975
3,5,58,41,1,60.36207432618032
4,8,58,45,0,80.44222582822887
6,6,62,68,1,100.09040225139897
3,4,55,66,1,82.64424576804797
2,5,79,76,1,84.54124412484437
6,4,64,88,1,99.53877706618277
5,6,64,73,1,91.61250336892067
5,5,99,57,1,91.74096273166442
5,8,56,81,0,100.68907076460327
5,7,60,49,1,93.8846101110735
3,8,89,77,0,93.3752423667239
7,8,87,83,0,121.74567649128892
6,7,89,56,0,91.0827897093219
4,7,51,52,1,81.2016062458865
2,7,97,87,1,104.94281308168563
9,5,88,81,1,119.65937612361566
1,4,59,66,0,62.68058265510073
4,4,93,41,0,79.97958570242783
1,7,66,73,1,65.63114676385261
6,8,56,70,1,109.4772653085087
4,6,89,62,0,91.46839687945524
5,7,88,46,0,91.98363823858672
5,8,53,77,0,93.33640360402619
9,8,84,72,1,118.58638759217322
1,5,96,51,0,71.97031478158476
2,5,85,84,0,87.08704837291744
6,4,80,51,0,87.66057727716161
5,4,74,58,1,94.63803492599477
7,6,90,48,1,106.81031936931299
3,6,62,49,1,84.70618708544805
3,6,67,56,0,75.86927114436749
2,6,70,89,0,84.04393781104442
3,8,97,79,0,98.65791576545637
1,8,50,78,0,77.07831686269303
5,4,85,80,1,108.5792825949649
5,5,99,49,0,81.8648302428064
7,5,57,51,0,87.64268807589583
4,7,97,54,1,103.14770828519184
3,8,70,70,0,85.7989556449874
1,6,92,54,0,76.25505927434551
8,6,70,67,0,108.96558763608003
3,7,76,43,1,83.07930303262489
2,5,68,75,0,73.85119729200035
4,6,72,40,1,74.57299164967209
3,5,99,83,0,96.30135946061144
1,7,92,73,1,80.43889106379844
3,5,84,86,1,96.85129696694172
2,5,89,56,1,80.96438328757834
8,5,91,78,0,125.22317803474886
6,6,97,77,0,111.6135909463491
9,4,54,83,1,118.82614235436552
8,8,90,72,1,129.82237923525003
3,5,57,60,0,67.27671205552471
5,5,60,65,1,89.67458668814507
7,5,65,85,0,119.12706295901947
5,4,88,75,0,96.50438888807746
8,7,96,44,1,115.38215374391103
5,6,73,72,1,104.71868938586555
1,4,70,40,0,46.609431428061555
5,5,72,45,0,80.65239638502966
4,4,98,76,0,96.13373736102614
6,4,87,41,1,91.24979393920216
3,4,96,44,0,70.02943760104469
5,7,57,65,1,88.0154024404392
2,8,56,80,1,85.41994999989574
6,6,51,86,0,99.81102501457899
6,7,79,52,1,104.62492223800159
5,7,62,51,1,97.18655409862802
6,8,72,44,1,101.58298923111589
7,7,78,41,1,102.20092605390923
5,4,87,43,0,75.57829868850204
1,4,86,66,0,69.75551912505252
8,5,69,89,1,121.249630262065
4,7,82,49,1,84.93780480961912
9,5,78,52,1,112.28602826263976
6,6,99,83,1,121.80243054127143
1,4,64,41,1,60.38145031282735
3,6,72,65,0,86.2256730227879
3,8,91,54,0,80.77704393143463
4,4,52,85,0,90.76414352046098
6,6,86,49,0,88.82177274939902
7,8,78,61,1,105.19532023678558
4,6,94,79,1,107.36058067093191
6,8,57,64,0,101.1793678109949
1,8,71,54,0,71.74006743188005
8,4,78,52,0,97.50402011886273
7,5,51,47,1,90.35076913050753
9,8,90,60,1,123.6821345903364
3,8,98,60,1,89.77024551932304
2,4,99,61,0,71.98689927527542
1,5,94,85,0,85.30587060263272
3,7,50,72,1,85.39928417884651
5,7,93,84,1,113.95666189183868
2,5,69,66,1,82.08050806824957
3,6,70,79,0,86.4226164191783
4,4,86,89,1,106.11489590952428
7,5,57,61,1,96.87706616336776
3,7,76,69,0,95.41679481018232
9,8,96,48,1,119.20356863363223
8,7,84,84,1,137.90361305762838
4,8,55,74,1,96.26005795545433
1,4,94,57,1,73.63161414705893
1,8,93,81,0,84.90276011870164
1,5,68,44,1,55.18555712971153
1,8,67,66,0,69.1427885780192
8,6,50,45,1,90.10196845418005
3,5,74,71,0,84.67410010206089
6,4,76,47,1,86.66917314469906
3,5,56,78,1,86.73463526277249
5,6,93,60,0,101.30989181188343
7,4,91,57,1,103.36095824182573
2,7,78,53,1,89.29578349233402
6,6,80,54,0,87.120945098304
6,4,93,81,1,110.64708225812537
3,8,92,65,1,93.4034353819451
6,5,85,83,1,116.68253303028504
5,4,68,71,1,82.7010418481694
2,5,55,78,1,73.28442355411094
9,8,74,67,0,116.16326588774518
8,4,80,78,0,118.75688860504746
3,7,58,82,1,93.52920917018655
8,6,69,71,1,106.44226272867883
9,4,59,52,0,90.71416703654886
3,8,86,54,0,92.16494851422476
3,4,76,57,0,71.1943260060188
2,5,62,78,0,72.88518313775117
8,4,90,45,0,104.8868628031543
1,7,51,50,0,64.35548502793495
8,4,99,71,1,124.57029821633398
7,6,70,79,1,107.74979059867091
7,4,82,59,1,94.47447179492819
3,5,73,72,1,88.56583244681353
1,4,93,79,1,87.07563066536832
4,7,91,47,0,86.62300901852416
9,8,83,74,0,130.29091967819502
5,4,58,44,0,63.73116454995876
1,4,51,74,0,69.59847525648883
5,6,79,86,0,98.2168747792634
8,7,71,53,0,106.0786766043042
8,8,95,60,1,117.12521647739311
5,5,60,86,1,96.93014102054744
9,4,92,63,0,109.05048646525398
1,8,66,56,1,66.57194899611719
4,5,85,57,0,84.20214469916733
3,7,62,73,1,85.2366330466977
2,7,56,51,0,70.23149115450138
8,8,65,55,0,106.20028040516459
7,5,82,43,1,104.54078526451394
9,7,94,64,0,121.03163741770538
2,8,50,73,1,85.10338883540037
4,7,60,67,1,97.50049905913907
6,7,55,85,0,99.86168651986652
3,7,69,50,0,67.25870893588484
8,6,84,52,0,104.20047029564198
3,5,93,70,1,85.78683265392799
2,8,86,64,1,101.06969336462694
3,8,90,78,0,104.27749146039471
6,5,75,49,0,97.8198816665079
2,5,61,63,0,70.11223488331564
8,5,79,40,0,96.45286796850799
1,5,77,64,0,67.80262284023678
7,4,76,67,0,103.71462402793375
2,8,91,75,0,84.72228393974471
6,4,68,57,1,79.1845340526261
2,7,54,45,1,63.74644690255717
2,7,54,41,0,53.42263262191342
8,8,90,42,0,111.38963368079767
2,7,76,85,1,103.37838727540158
7,5,77,47,0,84.58535463793444
3,4,75,70,1,91.9585780376062
8,5,76,87,1,126.05692491750385
7,7,98,58,0,99.55111657640562
8,4,91,89,1,122.8486623453419
7,5,70,45,1,90.5991813893774
6,8,50,53,0,91.239976993136
7,5,77,42,0,82.95610324547492
5,7,97,87,1,116.10563687170259
7,4,64,40,0,78.77032748025191
1,8,66,83,1,89.66670591692571
1,4,75,69,1,73.91603984156035
9,8,69,85,1,126.52377148029801
5,4,74,58,1,88.13351712183962
5,7,62,58,1,101.78021416420056
3,8,82,48,1,82.51550181940304
5,6,74,46,0,76.99497390858107
3,4,57,85,0,85.51716784577982
9,4,54,76,0,106.48237665288522
9,5,55,89,0,108.92383034566764
6,8,72,80,1,123.75748167601233
1,6,79,46,1,66.93760527206676
7,7,63,48,1,95.01065273019324
7,5,72,43,1,93.89917675954048
4,6,60,64,1,95.6505838460442
8,8,80,88,0,115.60127336740501
6,6,55,51,0,85.3799292471027
4,4,60,45,0,78.93636080896813
4,4,62,57,1,80.74364340369823
2,5,61,79,1,76.6233301034826
2,8,51,60,0,68.20801573519674
4,8,84,54,1,94.23441264878396
5,6,85,42,1,95.15401957819931
8,5,66,41,0,88.60332077791969
6,8,77,80,1,118.23325898716215
4,4,77,79,0,83.42315586476555
7,6,71,43,0,82.58140815202472
8,7,87,71,0,113.18599655657525
2,4,56,41,0,62.49014360936631
7,5,64,85,1,112.04437319756885
2,8,81,68,1,90.7490559778331
2,4,60,41,1,62.890397977867636
8,7,73,73,0,117.94603991293366
2,7,52,66,1,74.54889653731072
9,5,79,78,0,121.14142554244117
1,4,55,83,1,71.84558668072435
9,6,51,77,1,125.7163632796038
1,4,63,57,0,56.39804447851655
2,7,90,75,1,89.08805348460689
6,5,67,58,0,91.84834906744024
6,5,93,66,0,101.29894215716162
1,6,80,84,1,89.63426203130467
7,5,62,59,1,99.23656897746159
8,5,75,60,1,102.0480390059628
2,5,93,62,1,91.96679464539743
8,5,61,69,0,107.26771102944555
9,5,67,64,0,113.89474975633557
6,7,58,70,1,98.75834555444789
5,4,98,66,1,102.48261772357586
9,8,70,73,1,124.48684231117346
9,5,97,47,0,113.24001313100753
1,8,98,58,1,90.2012406591481
3,8,89,80,0,98.66525401479058
9,7,92,65,1,116.51024434078374
2,5,73,67,1,89.29830943543845
4,8,83,43,0,85.1799371684507
4,5,57,70,0,79.05781479304429
2,6,93,55,1,84.43271069133348
3,6,82,49,0,68.54453225773737
3,6,72,77,0,92.37676533735521
1,8,62,87,1,80.74394127860423
6,6,98,49,0,94.7958275398146
8,7,63,84,0,116.12227224802776
3,7,63,48,1,82.09419855991047
5,8,65,78,1,105.03272338217187
1,5,98,75,0,85.07481436806276
7,4,87,75,1,111.45916545775223
1,5,88,58,0,70.2390702452786
9,5,75,58,0,106.92738625174148
8,5,75,51,0,97.05471039573813
7,5,50,52,1,82.56714878459282
7,4,81,64,0,95.45838253151686
5,6,64,75,0,94.92387420555849
5,5,70,64,0,86.7543949825564
5,7,67,67,1,96.82095458909046
1,8,79,81,1,88.58323165280643
8,8,62,78,1,114.2820080363409
1,7,73,69,0,72.93450269511854
4,5,79,44,0,74.16584127805703
9,4,51,56,1,101.32571570270925
9,6,68,57,0,107.86689172234857
5,8,96,82,0,109.8972485455713
4,6,93,86,0,97.75172372153791
3,4,96,60,0,74.80958980040609
3,8,74,61,1,101.68718603687613
5,6,99,78,1,105.05092484867718
1,4,63,89,1,78.8068749936781
5,6,55,45,0,78.58500151256968
6,5,61,89,0,104.6043030478284
7,4,69,55,1,98.80432846280786
9,6,72,41,1,101.88641465233911
3,5,79,40,1,74.89279035319774
2,5,79,69,0,78.50671832120432
3,4,87,82,1,93.53934316229356
9,7,79,76,0,121.9270487088567
7,8,90,87,1,131.77682773375352
9,4,79,62,0,107.58899888282338
2,5,85,40,0,65.42226423178212
5,5,98,58,1,103.74080517437993
4,4,83,85,0,100.20680179909407
2,7,65,42,0,72.41968220481742
9,8,73,41,1,99.61884882760212
9,6,63,76,1,123.42559591584696
6,4,75,56,1,96.5079002270109
6,8,57,67,0,92.17173801123367
8,8,63,57,0,104.65793958999423
6,5,80,72,1,110.25560873878999
1,6,51,54,1,60.154205387573
4,4,97,61,0,89.81281214511402
7,5,53,80,1,110.2567683786551
2,5,50,66,1,67.64490218734257
9,7,69,76,0,116.98857153777426
8,8,63,71,0,111.90484188321206
8,4,89,84,1,117.71934247228523
7,4,74,58,0,89.80423400453228
4,4,74,67,0,83.02477699068614
2,5,52,67,1,78.10819858451845
3,7,54,49,1,77.91867000596055
6,6,87,59,1,98.29293635406829
5,5,75,64,0,92.76083942557842
8,6,89,60,1,109.52030111916746
6,7,87,53,0,88.54915101003283
6,8,87,61,1,105.76428214476384
1,4,53,65,0,67.01484685792867
4,6,56,83,0,93.57980276070687
5,5,79,50,1,88.69214096313404
3,6,79,46,0,71.61647258204472
9,8,68,56,1,112.45118931941785
1,4,88,57,1,73.44392452930398
6,6,84,46,0,84.85781257077086
6,8,89,59,0,100.45946327399352
5,5,82,77,0,97.02215269320115
5,7,82,50,1,86.8446277077425
5,5,63,83,1,96.20775874551214
6,4,87,55,1,98.6525339574319
8,5,59,66,1,105.74755919970498
2,5,77,50,1,71.55619104403308
6,5,63,55,1,86.84286281231019
1,5,85,62,0,79.38424912794608
4,4,87,51,1,80.4101039266034
3,8,65,79,1,96.25796403630869
9,6,70,42,1,101.56065455963102
3,7,77,41,1,77.78139646319167
6,6,82,77,0,107.38804870970185
1,6,55,87,0,70.14871705396057
6,7,90,63,0,102.46691877923256
4,4,64,68,1,92.15364324489923
8,7,93,86,1,138.70750946746003
9,4,52,85,1,115.44993013372434
4,6,92,73,0,96.30840603608453
6,4,96,59,1,112.35666514300766
1,8,84,57,1,85.37462140799599
4,7,63,53,0,76.31357715372391
7,8,51,57,0,91.70508274556938
1,6,78,41,1,70.68274730893634
8,7,53,40,0,84.84481434977135
6,6,75,59,1,104.43863375669426
5,8,61,73,1,102.47149981875503
9,6,51,80,0,114.88860382013536
2,7,66,80,1,87.51633098259973
5,7,84,87,0,104.55087597876795
6,6,59,50,0,92.0099641543416
7,7,97,66,1,114.86631359723262
5,7,71,62,0,89.24532461713069
